model_type,BERT_base_ft,0,0,0,0,0,0,0
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
128,64,64,128,128,128,2,0,"BP:V,"
64,128,128,128,64,128,2,0,"BP:A,"
128,128,128,64,128,64,2,0,"BP:K,"
128,128,128,64,128,64,2,0,"BP:Q,"
768,128,128,768,768,768,2,0,"W Gradient:weight_vProjection,"
768,128,128,768,768,768,2,0,"W Gradient:weight_qProjection,"
768,128,128,768,768,768,2,0,"W Gradient:weight_kProjection,"
